"","data_id","iso","event_id_cnty","event_id_no_cnty","day","month","year","time_precision","event_type","sub_event_type","actor1","inter1","actor2","assoc_actor_2","inter2","interaction","region","country","admin1","admin2","admin3","location","latitude","longitude","geo_precision","source","source_scale","notes","fatalities","timestamp","iso3","event_code_per_group","action_group","date","climate","climate_protest"
"1",9607188,826,"GBR5603",5603,28,10,2022,1,"Protests","Peaceful protest","Protesters (United Kingdom)",6,"","",0,60,"Europe","United Kingdom","Scotland","Aberdeen City","Aberdeen City","Aberdeen",57.1485,-2.0939,1,"Energy Voice","Other","On 28 October 2022, activists from Extinction Rebellion protested outside Equinor's office in Aberdeen against 'the company's Rosebank development following the firm's Q3 results'. [size=no report]",0,1667323234,"GBR",1,"Extinction Rebellion","2022-10-28","Y","Y"
"2",9607199,826,"GBR5633",5633,28,10,2022,1,"Protests","Protest with intervention","Protesters (United Kingdom)",6,"Police Forces of the United Kingdom (2010-)","",1,16,"Europe","United Kingdom","England","Greater London","Kensington and Chelsea","London - Kensington and Chelsea",51.502,-0.1947,1,"Evening Standard","National","On 28 October 2022, activists from Just Stop Oil staged a protest and sprayed paint on a Rolex shop in Knightsbridge in London - Kensington and Chelsea to denounce the government's lack of action on climate and call for the government to halt all new oil and gas licenses. Police forces arrested two protestors. This event was part of a six-week campaign to occupy Westminster in central London. [size=no report]",0,1667323234,"GBR",1,"Just Stop Oil","2022-10-28","Y","Y"
"3",9607201,826,"GBR5606",5606,28,10,2022,1,"Protests","Peaceful protest","Protesters (United Kingdom)",6,"","",0,60,"Europe","United Kingdom","Scotland","Glasgow City","Glasgow City","Glasgow",55.861,-4.2488,1,"Evening Standard","National","On 28 October 2022, climate activists from Fridays For Future Scotland marched through the city from Kelvin Way to George Square in Glasgow to highlight the 'failure' of the Cop26 summit a year after the event. [size=no report]",0,1667323234,"GBR",1,"FFF: Fridays for Future","2022-10-28","Y","Y"
"4",9607142,826,"GBR5615",5615,27,10,2022,1,"Protests","Peaceful protest","Protesters (United Kingdom)",6,"","",0,60,"Europe","United Kingdom","England","Greater London","City of London","London - City of London",51.5155,-0.0922,1,"Daily Express (UK)","National","On 27 October 2022, activists from Just Stop Oil blocked off Cannon Street in London - City of London to denounce the government's lack of action on climate and call for the government to halt all new oil and gas licenses. This event was part of a six-week campaign to occupy Westminster in central London. [size=no report]",0,1667323234,"GBR",1,"Just Stop Oil","2022-10-27","Y","Y"
"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",9607255,826,"GBR5636",5636,26,10,2022,1,"Protests","Protest with intervention","Protesters (United Kingdom)",6,"Police Forces of the United Kingdom (2010-)","",1,16,"Europe","United Kingdom","England","Greater London","Westminster","London - Westminster",51.4973,-0.1372,1,"Irish Examiner","Regional","On 26 October 2022, activists from Just Stop Oil staged a protest and sprayed paint on the facade of Ferrari and Bentley on Berkeley Square and Bruton Street in London - Westminster to denounce the government's lack of action on climate and call for the government to halt all new oil and gas licenses. Police forces arrested two protestors. This event was part of a six-week campaign to occupy Westminster in central London. [size=no report]",0,1667323234,"GBR",1,"Just Stop Oil","2022-10-26","Y","Y"
"8",9607479,826,"GBR5609",5609,26,10,2022,1,"Protests","Peaceful protest","Protesters (United Kingdom)",6,"","",0,60,"Europe","United Kingdom","England","West Sussex","Chichester","Chichester",50.8365,-0.7792,1,"Sussex Express","Subnational","On 26 October 2022, residents protested in Chichester to call for a general election following the appointment of the new prime minister. Councilor Sarah Sharp from Green Party also joined the protest. [size=no report]",0,1667323235,"GBR",1,"Green Party (United Kingdom)","2022-10-26","Y","Y"
"9",9607393,826,"GBR5635",5635,25,10,2022,1,"Protests","Protest with intervention","Protesters (United Kingdom)",6,"Police Forces of the United Kingdom (2010-)","",1,16,"Europe","United Kingdom","England","Greater London","Westminster","London - Westminster",51.4973,-0.1372,1,"MyLondon","Subnational","On 25 October 2022, activists from Just Stop Oil blocked off Tufton Street and Horseferry Road in London - Westminster to denounce the government's lack of action on climate and call for the government to halt all new oil and gas licenses. Protestors also threw paint at an alleged fossil fuel lobbyist think tank building. Police forces arrested eight protestors. This event was part of a six-week campaign to occupy Westminster in central London. [size=no report]",0,1667323234,"GBR",1,"Just Stop Oil","2022-10-25","Y","Y"
"10",9607125,826,"GBR5604",5604,24,10,2022,1,"Protests","Peaceful protest","Protesters (United Kingdom)",6,"","",0,60,"Europe","United Kingdom","England","Cambridgeshire","Cambridge","Cambridge",52.2034,0.1231,1,"Cambridge News","National","On 24 October 2022, environmental activists from Extinction Rebellion blocked off the Schlumberger building entrance with a giant teapot in Cambridge to demonstrate against the actions of Schlumberger and its role in the fossil fuel industry. Protestors demanded that Cambridge University cut its ties with Schlumberger. [size=no report]",0,1667323234,"GBR",1,"Extinction Rebellion","2022-10-24","Y","Y"
"11",9607392,826,"GBR5610",5610,24,10,2022,1,"Protests","Peaceful protest","Protesters (United Kingdom)",6,"","",0,60,"Europe","United Kingdom","England","Greater London","Westminster","London - Westminster",51.4973,-0.1372,1,"MyLondon","Subnational","On 24 October 2022, dozens of activists from Greenpeace and Fuel Poverty Action occupied the central lobby at the Parliament in London - Westminster urging new PM Rishi Sunak to 'put the welfare of the British people before fossil fuel companies'. Protestors hold a banner saying, 'Chaos costs lives'. [size=dozens]",0,1667323234,"GBR",1,"Greenpeace","2022-10-24","Y","Y"
"12",9607490,826,"GBR5634",5634,24,10,2022,1,"Protests","Protest with intervention","Protesters (United Kingdom)",6,"Police Forces of the United Kingdom (2010-)","",1,16,"Europe","United Kingdom","England","Greater London","Westminster","London - Westminster",51.4973,-0.1372,1,"The Argus","National","On 24 October 2022, activists from Just Stop Oil staged a protest and threw cake on a waxwork of the King at Madame Tussauds in London - Westminster to denounce the government's lack of action on climate and call for the government to halt all new oil and gas licenses. Police forces arrested four protestors. This event was part of a six-week campaign to occupy Westminster in central London. [size=no report]",0,1667323235,"GBR",1,"Just Stop Oil","2022-10-24","Y","Y"
"13",9607391,826,"GBR5632",5632,23,10,2022,1,"Protests","Protest with intervention","Protesters (United Kingdom)",6,"Police Forces of the United Kingdom (2010-)","",1,16,"Europe","United Kingdom","England","Greater London","Camden","London - Camden",51.529,-0.1255,1,"MyLondon","Subnational","On 23 October 2022, activists from Just Stop Oil blocked off Abbey Road in London - Camden to denounce the government's lack of action on climate and call for the government to halt all new oil and gas licenses. Police forces arrested four protestors. This event was part of a six-week campaign to occupy Westminster in central London. [size=no report]",0,1667323234,"GBR",1,"Just Stop Oil","2022-10-23","Y","Y"
"14",9607120,826,"GBR5607",5607,22,10,2022,1,"Protests","Peaceful protest","Protesters (United Kingdom)",6,"","",0,60,"Europe","United Kingdom","England","West Yorkshire","Leeds","Leeds",53.7996,-1.5491,1,"Bradford Telegraph And Argus","National","On 22 October 2022, environmental activists from the Friends of the Earth group protested outside Friday's West Yorkshire Combined Authority meeting in Leeds over the pace of actions to combat climate change. [size=no report]",0,1667323234,"GBR",1,"Friends of the Earth","2022-10-22","Y","Y"
"15",9607390,826,"GBR5602",5602,22,10,2022,1,"Protests","Peaceful protest","Protesters (United Kingdom)",6,"","",0,60,"Europe","United Kingdom","England","Greater London","Westminster","London - Westminster",51.4973,-0.1372,1,"MyLondon","Subnational","On 22 October 2022, three environmental activists from Animal Rebellion staged a protest in a Trafalgar Square fountain in London - Westminster to protest against meat consumption and also in response to a comment from former Home Secretary Suella Braverman that called eco-protestors 'Guardian-eating, tofu-eating, wokerati'. Protestors dyed the fountain green and set up folding chairs and table inside the fountain to eat tofu and read the Guardian newspaper. [size=three]",0,1667323234,"GBR",1,"Animal Rebellion","2022-10-22","Y","Y"
"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",9586561,826,"GBR5601",5601,21,10,2022,1,"Protests","Protest with intervention","Protesters (United Kingdom)",6,"Police Forces of the United Kingdom (2010-)","",1,16,"Europe","United Kingdom","England","Greater London","Camden","London - Camden",51.529,-0.1255,1,"Evening Standard","National","On 21 October 2022, 22 activists from Just Stop Oil blocked off Brompton Road in London - Camden to denounce the government's lack of action on climate and call for the government to halt all new oil and gas licenses. Some protestors also glued themselves to the tarmac. Police forces arrested 16 protestors. This event was part of a six-week campaign to occupy Westminster in central London. [size=22]",0,1666715220,"GBR",1,"Just Stop Oil","2022-10-21","Y","Y"
"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",9586904,826,"GBR5600",5600,20,10,2022,1,"Protests","Protest with intervention","Protesters (United Kingdom)",6,"Police Forces of the United Kingdom (2010-)","",1,16,"Europe","United Kingdom","England","Greater London","Kensington and Chelsea","London - Kensington and Chelsea",51.502,-0.1947,1,"MyLondon","Subnational","On 20 October 2022, activists from Just Stop Oil blocked off Brompton Road in London - Kensington and Chelsea to denounce the government's lack of action on climate and call for the government to halt all new oil and gas licenses. Some protestors also glued themselves to the tarmac and sprayed on Harrods department store. Police forces arrested 18 protestors. This event was part of a six-week campaign to occupy Westminster in central London. [size=no report]",0,1666715221,"GBR",1,"Just Stop Oil","2022-10-20","Y","Y"
"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",9586903,826,"GBR5599",5599,19,10,2022,1,"Protests","Protest with intervention","Protesters (United Kingdom)",6,"Police Forces of the United Kingdom (2010-)","",1,16,"Europe","United Kingdom","England","Greater London","Kensington and Chelsea","London - Kensington and Chelsea",51.502,-0.1947,1,"MyLondon","Subnational","On 19 October 2022, 25 activists from Just Stop Oil blocked off Cromwell Road in London - Kensington and Chelsea to denounce the government's lack of action on climate and call for the government to halt all new oil and gas licenses. Some protestors also glued themselves to the tarmac. Police forces arrested 25 protestors. This event was part of a six-week campaign to occupy Westminster in central London. [size=25]",0,1666715221,"GBR",1,"Just Stop Oil","2022-10-19","Y","Y"
"23",9587017,826,"GBR5584",5584,18,10,2022,1,"Protests","Peaceful protest","Protesters (United Kingdom)",6,"","",0,60,"Europe","United Kingdom","England","East Sussex","Lewes","Ringmer",50.89,0.05,1,"Sussex Express","Subnational","On 18 October 2022, residents gathered in Ringmer to protest over the increasing number of lorries using their village as a cut-through. Councilor Emily O'Brien from Green Party also joined the protests. [size=no report]",0,1666715221,"GBR",1,"Green Party (United Kingdom)","2022-10-18","Y","Y"
"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",9586402,826,"GBR5585",5585,16,10,2022,1,"Protests","Peaceful protest","Protesters (United Kingdom)",6,"","",0,60,"Europe","United Kingdom","England","Greater London","Westminster","London - Westminster",51.4973,-0.1372,1,"The Journal (Ireland); The Northern Echo","National-Regional","On 16 October 2022, activists from Just Stop Oil blocked off Park Lane road in London - Westminster to denounce the government's lack of action on climate and call for the government to halt all new oil and gas licenses. Protestors also sprayed paint over a luxury car showroom in the area and threw soup onto the front of the Department for Business, Energy and Industrial Strategy. This event was part of a six-week campaign to occupy Westminster in central London. [size=no report]",0,1666715220,"GBR",1,"Just Stop Oil","2022-10-16","Y","Y"
"26",9586948,826,"GBR5581",5581,16,10,2022,1,"Protests","Peaceful protest","Protesters (United Kingdom)",6,"","",0,60,"Europe","United Kingdom","England","Greater Manchester","Manchester","Manchester",53.4809,-2.2374,1,"Plymouth Herald","Subnational","On 16 October 2022, activists from Animal Rebellion poured milk all over M&S in Manchester to call for a plant-based future and support farmers in transitioning to a sustainable plant-based food system. The event was part of the national day of action in supermarkets across the UK. [size=report]",0,1666715221,"GBR",1,"Animal Rebellion","2022-10-16","Y","Y"
"27",9586949,826,"GBR5580",5580,16,10,2022,1,"Protests","Peaceful protest","Protesters (United Kingdom)",6,"","",0,60,"Europe","United Kingdom","England","Greater London","Westminster","London - Westminster",51.4973,-0.1372,1,"Plymouth Herald","Subnational","On 16 October 2022, activists from Animal Rebellion poured milk all over Harrods' food hall in Knightsbridge in London - Westminster to call for a plant-based future and support farmers in transitioning to a sustainable plant-based food system. The event was part of the national day of action in supermarkets across the UK. [size=report]",0,1666715221,"GBR",1,"Animal Rebellion","2022-10-16","Y","Y"
"28",9586950,826,"GBR5582",5582,16,10,2022,1,"Protests","Peaceful protest","Protesters (United Kingdom)",6,"","",0,60,"Europe","United Kingdom","England","Norfolk","Norwich","Norwich",52.6286,1.2939,1,"Plymouth Herald","Subnational","On 16 October 2022, activists from Animal Rebellion poured milk all over a supermarket in Norwich to call for a plant-based future and support farmers in transitioning to a sustainable plant-based food system. The event was part of the national day of action in supermarkets across the UK. [size=report]",0,1666715221,"GBR",1,"Animal Rebellion","2022-10-16","Y","Y"
"29",9586951,826,"GBR5579",5579,16,10,2022,1,"Protests","Peaceful protest","Protesters (United Kingdom)",6,"","",0,60,"Europe","United Kingdom","Scotland","City of Edinburgh","City of Edinburgh","Edinburgh",55.9412,-3.2755,1,"Plymouth Herald","National","On 16 October 2022, activists from Animal Rebellion poured milk all over a supermarket in Edinburgh to call for a plant-based future and support farmers in transitioning to a sustainable plant-based food system. The event was part of the national day of action in supermarkets across the UK. [size=report]",0,1666715221,"GBR",1,"Animal Rebellion","2022-10-16","Y","Y"
"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",9607202,826,"GBR5583",5583,16,10,2022,1,"Protests","Peaceful protest","Protesters (United Kingdom)",6,"","",0,60,"Europe","United Kingdom","England","Greater London","Westminster","London - Westminster",51.4973,-0.1372,1,"Extinction Rebellion","Other","On 16 October 2022, activists from Extinction Rebellion participated in Reclaim Our Future march through central London in London - Westminster to highlight the government's failure to tackle climate change and the cost of living crisis. [size=no report]",0,1667323234,"GBR",1,"Extinction Rebellion","2022-10-16","Y","Y"
"32",9586698,826,"GBR5598",5598,15,10,2022,1,"Protests","Protest with intervention","Protesters (United Kingdom)",6,"Police Forces of the United Kingdom (2010-)","",1,16,"Europe","United Kingdom","England","Greater London","Hackney","London - Hackney",51.545,-0.0553,1,"Kent Online","Subnational","On 15 October 2022, nearly 30 activists from Just Stop Oil blocked and glue themselves to Shoreditch High Street in London - Hackney to denounce the government's lack of action on climate and call for the government to halt all new oil and gas licenses. Police forces arrested 26 protestors. This event was part of a six-week campaign to occupy Westminster in central London. [size=nearly 30]",0,1666715220,"GBR",1,"Just Stop Oil","2022-10-15","Y","Y"
"33",9574992,826,"GBR5576",5576,14,10,2022,1,"Protests","Protest with intervention","Protesters (United Kingdom)",6,"Police Forces of the United Kingdom (2010-)","",1,16,"Europe","United Kingdom","England","Greater London","Westminster","London - Westminster",51.4973,-0.1372,1,"Kent Online","Subnational","On 14 October 2022, activists from Just Stop Oil blocked the road in front of the Metropolitan Police's headquarters in London - Westminster to denounce the government's lack of action on climate. Protestors also threw yellow paint at the New Scotland Yard sign. Police forces arrested more than 20 protestors. This event was part of a six-week campaign to occupy Westminster in central London. [size=no report]",0,1666107628,"GBR",1,"Just Stop Oil","2022-10-14","Y","Y"
"34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",9574846,826,"GBR5563",5563,8,10,2022,1,"Protests","Peaceful protest","Protesters (United Kingdom)",6,"","",0,60,"Europe","United Kingdom","England","Cambridgeshire","Cambridge","Cambridge",52.2034,0.1231,1,"Cambridge News","National","On 8 October 2022, activists from Extinction Rebellion gathered outside the gates of Cambridge University in Cambridge for a vigil to protest the actions of the Cambridge-based company Schlumberger. Protestors demanded the university cut its ties with Schlumberger and climate reparations from the company. Members of several different Extinction Rebellion offshoots groups were present in the protest, including Extinction Rebellion Scientists, Red Rebels, and Silent Rebellion. [size=no report]",0,1666107628,"GBR",1,"Extinction Rebellion","2022-10-08","Y","Y"
"38",9575131,826,"GBR5562",5562,8,10,2022,1,"Protests","Peaceful protest","Protesters (United Kingdom)",6,"","",0,60,"Europe","United Kingdom","England","Greater London","Westminster","London - Westminster",51.4973,-0.1372,1,"MyLondon","Subnational","On 8 October 2022, hundreds of activists from the Animal Rebellion group gathered at Green Park and marched through the city center in London - Westminster to protest against dairy firms and call for a plant-based future to tackle climate change. Protestors were pouring milk over the roads and splattered paint on hunting shops. [size=hundreds]",0,1666107629,"GBR",1,"Animal Rebellion","2022-10-08","Y","Y"
"39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",9575213,826,"GBR5575",5575,8,10,2022,1,"Protests","Protest with intervention","Protesters (United Kingdom)",6,"Police Forces of the United Kingdom (2010-)","",1,16,"Europe","United Kingdom","England","Greater London","Westminster","London - Westminster",51.4973,-0.1372,1,"The Argus","National","On 8 October 2022, around two dozen activists from Just Stop Oil blocked The Mall outside Buckingham Palace in London - Westminster to denounce the government's lack of action on the climate crisis, blocking traffic. Police forces arrested 25 participants on the spot. This event was part of a six-week campaign to occupy Westminster in central London. [size=around two dozen]",0,1666107629,"GBR",1,"Just Stop Oil","2022-10-08","Y","Y"
"41",9565587,826,"GBR5490",5490,7,10,2022,1,"Protests","Peaceful protest","Protesters (United Kingdom)",6,"","",0,60,"Europe","United Kingdom","England","Greater London","Westminster","London - Westminster",51.4973,-0.1372,1,"MyLondon","Subnational","On 7 October 2022, 22 climate activists from Just Stop Oil blocked Vauxhall Bridge by sitting in both directions in London - Westminster to denounce the government's lack of action on the climate crisis and demanded the government end new oil and gas contracts, and refused to leave until demands are met. This event was part of a six-week campaign to occupy Westminster in central London. [size=22]",0,1665522059,"GBR",1,"Just Stop Oil","2022-10-07","Y","Y"
"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",9565714,826,"GBR5538",5538,7,10,2022,1,"Protests","Peaceful protest","Protesters (United Kingdom)",6,"","",0,60,"Europe","United Kingdom","Scotland","City of Edinburgh","City of Edinburgh","Edinburgh",55.9412,-3.2755,1,"The Argus","National","On 7 October 2022, climate activists from Ocean Rebellion staged a protest outside Holyrood in Edinburgh to highlight the 'environmental tragedy' of salmon fishing. Protestors were posing with dead fish in their mouth while blindfolded. [size=no report]",0,1665522059,"GBR",1,"Ocean Rebellion","2022-10-07","Y","Y"
"45",9565711,826,"GBR5556",5556,6,10,2022,1,"Protests","Protest with intervention","Protesters (United Kingdom)",6,"Police Forces of the United Kingdom (2010-)","",1,16,"Europe","United Kingdom","England","Greater London","Westminster","London - Westminster",51.4973,-0.1372,1,"The Argus","National","On 6 October 2022, 32 climate activists from Just Stop Oil blocked the road by gluing themselves to roads surrounding Trafalgar Square in London - Westminster, to denounce the government's lack of action on the climate crisis and demanded the government end new oil and gas contracts, and refused to leave until demands are met. Police forces arrested all 32 protestors. This event was part of a six-week campaign to occupy Westminster in central London. [size=32]",0,1665522059,"GBR",1,"Just Stop Oil","2022-10-06","Y","Y"
"46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",9565588,826,"GBR5555",5555,4,10,2022,1,"Protests","Protest with intervention","Protesters (United Kingdom)",6,"Police Forces of the United Kingdom (2010-)","",1,16,"Europe","United Kingdom","England","Greater London","Westminster","London - Westminster",51.4973,-0.1372,1,"MyLondon","Subnational","On 4 October 2022, climate activists from Just Stop Oil gathered in Parliament Square in London - Westminster, to denounce the government's lack of action on the climate crisis. Some protestors glued themselves to the ground, demanded the government end new oil and gas contracts, and refused to leave until demands are met. Police forces arrested 54 protestors. This event was part of a six-week campaign to occupy Westminster in central London. [size=no report]",0,1665522059,"GBR",1,"Just Stop Oil","2022-10-04","Y","Y"
"48",9565590,826,"GBR5489",5489,3,10,2022,1,"Protests","Peaceful protest","Protesters (United Kingdom)",6,"","",0,60,"Europe","United Kingdom","England","Greater London","Westminster","London - Westminster",51.4973,-0.1372,1,"MyLondon","Subnational","On 3 October 2022, climate activists from Just Stop Oil blocked Downing Street in London - Westminster to denounce the government's lack of action on the climate crisis. Protestors demanded the government to end new oil and gas contracts and refused to leave until demands are met. This event was part of a six-week campaign to occupy Westminster in central London. [size=no report]",0,1665522059,"GBR",1,"Just Stop Oil","2022-10-03","Y","Y"
"49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",9565709,826,"GBR5488",5488,2,10,2022,1,"Protests","Peaceful protest","Protesters (United Kingdom)",6,"","",0,60,"Europe","United Kingdom","England","Greater London","Westminster","London - Westminster",51.4973,-0.1372,1,"The Argus","National","On 2 October 2022, 250 climate activists from Just Stop Oil marched through the city center and staged a sit-down protest on Waterloo Bridge in London - Westminster to denounce the government's lack of action on the climate crisis and high energy prices. Protestors demanded the government to end new oil and gas contracts. This event was part of a six-week campaign to occupy Westminster in central London. [size=250]",0,1665522059,"GBR",1,"Just Stop Oil","2022-10-02","Y","Y"
"51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",9565584,826,"GBR5487",5487,1,10,2022,1,"Protests","Peaceful protest","Protesters (United Kingdom)",6,"","",0,60,"Europe","United Kingdom","England","Greater London","Westminster","London - Westminster",51.4973,-0.1372,1,"MyLondon","Subnational","On 1 October 2022, dozens of climate activists from Extinction Rebellion and Just Stop Oil marched through Westminster and blocked the traffic in London - Westminster to denounce the government's lack of action on climate change. This event was part of a six-week campaign to occupy Westminster in central London. [size=dozens]",0,1665522059,"GBR",1,"Extinction Rebellion","2022-10-01","Y","Y"
"57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",9565281,826,"GBR5445",5445,14,9,2022,1,"Protests","Protest with intervention","Protesters (United Kingdom)",6,"Police Forces of the United Kingdom (2010-)","",1,16,"Europe","United Kingdom","England","Staffordshire","Tamworth","Tamworth",52.6375,-1.6871,2,"Birmingham Mail","National","On 14 September 2022, 50 protestors from Just Stop Oil group blocked the main entrance of Kingsbury Oil Terminal near Tamworth to demand the British government to end new oil and gas projects in the UK. Police forces made a number of arrests. [size=50]",0,1665522058,"GBR",1,"Just Stop Oil","2022-09-14","Y","Y"
"66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
