"","data_id","iso","event_id_cnty","event_id_no_cnty","day","month","year","time_precision","event_type","sub_event_type","actor1","inter1","actor2","assoc_actor_2","inter2","interaction","region","country","admin1","admin2","admin3","location","latitude","longitude","geo_precision","source","source_scale","notes","fatalities","timestamp","iso3","event_code_per_group","action_group","date","climate","climate_protest"
"1372",7762484,826,"GBR2527",2527,15,3,2021,1,"Protests","Protest with intervention","Protesters (United Kingdom)",6,"Private Security Forces (United Kingdom)","",8,68,"Europe","United Kingdom","England","Greater London","Wandsworth","London - Wandsworth",51.4567,-0.191,1,"MyLondon","Subnational","On 15 March 2021, environmental activists belonging to Extinction Rebellion gathered in York Gardens in London - Wandsworth to protest the felling of trees at a site owned by Wandsworth Council. Security confronted protesters who were attempting to prevent the felling from happening, apprehending a 70-year-old man and pushing him to the floor and kneeling on his chest. After repeatedly stating that he couldn't breathe, he was taken to the hospital to be treated. [size=no report]",0,1618488620,"GBR",1,"Extinction Rebellion","2021-03-15","Y","Y"
"1373",7762524,826,"GBR2507",2507,15,3,2021,1,"Protests","Peaceful protest","Protesters (United Kingdom)",6,"","",0,60,"Europe","United Kingdom","England","Oxfordshire","Oxford","Oxford",51.752,-1.2578,1,"Oxford Mail","Subnational","On 15 March 2021, at least 50 people from a coalition of environmental and social justice groups gathered in Oxford to protest the Police Crime, Sentencing and Courts Bill. The Bill aims to give police more power to restrict non-violent protests. Members of CEE Bill Alliance Oxfordshire; Extinction Rebellion, Youth Strike for Climate, Black Lives Matter and Abingdon Queer Action. [size=at least 50]",0,1618488625,"GBR",1,"Extinction Rebellion","2021-03-15","Y","Y"
"1374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1375",8867572,826,"GBR2506",2506,15,3,2021,1,"Protests","Peaceful protest","Protesters (United Kingdom)",6,"","",0,60,"Europe","United Kingdom","England","Shropshire","Shropshire","Shrewsbury",52.7078,-2.7541,1,"Shropshire Star","Subnational","On 15 March 2021, around 20 campaigners, including members of Extinction Rebellion, staged a socially-distanced protest vigil outside Shrewsbury Police Station in Shrewsbury to criticize the Sussex Police's heavy-handed approach at a vigil for Ms Everard in London's Clapham Common. Protesters also protested for an end to gender violence and against the Police Crime, Sentencing and Courts Bill. The event was organized by Reclaim These Streets. [size=around 20]",0,1646172106,"GBR",1,"Extinction Rebellion","2021-03-15","Y","Y"
"1376",8867781,826,"GBR2505",2505,15,3,2021,1,"Protests","Peaceful protest","Protesters (United Kingdom)",6,"","",0,60,"Europe","United Kingdom","England","Worcestershire","Malvern Hills","Malvern",52.116,-2.3259,1,"Worcester News","National","On 15 March 2021, civil liberties activists, including members of Extinction Rebellion, Quakers, and Reclaim the Streets gathered in Malvern to protest against the Police, Crime, Sentencing and Courts Bill, which is currently being reviewed in parliament. The bill aims to increase police powers to restrict forms of non-violent protest. Protesters also held a vigil in memory of Sarah Everard and called for an end to gender violence. [size=no report]",0,1646172107,"GBR",1,"Extinction Rebellion","2021-03-15","Y","Y"
"1377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
